PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,PG.ProteinNames,PG.Database,PG.CV,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Quantity,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Log2Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Log2Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Log2Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Log2Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Log2Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Log2Quantity
P32321,P32321,DCTD,Homo sapiens,Deoxycytidylate deaminase,DCTD_HUMAN,sp,0.130689231,8798.791016,8629.905273,7761.92041,6953.672363,8977.859375,6496.441406,13.10308959,13.07512901,12.92219792,12.76355938,13.13215578,12.66543395
P32322,P32322,PYCR1,Homo sapiens,"Pyrroline-5-carboxylate reductase 1, mitochondrial",P5CR1_HUMAN,sp,0.048546273,80513.94531,83841.59375,84021.28125,89449.53906,80215.78906,78114.90625,16.29695106,16.35537852,16.35846717,16.44878643,16.29159861,16.25331026
P32519,P32519,ELF1,Homo sapiens,ETS-related transcription factor Elf-1,ELF1_HUMAN,sp,0.14441812,17299.97266,14594.87891,16938.89844,13448.34082,13145.94141,12147.32324,14.07848214,13.83317462,14.04805244,13.71514057,13.68232984,13.56835082
P32969,P32969,RPL9,Homo sapiens,60S ribosomal protein L9,RL9_HUMAN,sp,0.023945616,598634.375,587209.5625,588499.75,563666.5625,578564.0625,564986.3125,19.1913156,19.16351594,19.16668228,19.10448246,19.14211719,19.10785639
P32970,P32970,CD70,Homo sapiens,CD70 antigen,CD70_HUMAN,sp,0.206391246,1164.467407,1098.077393,1393.960327,1744.566162,1843.261108,1532.050659,10.18545454,10.10076402,10.44497379,10.7686526,10.84804474,10.58124829
P33121,P33121,ACSL1,Homo sapiens,Long-chain-fatty-acid--CoA ligase 1,ACSL1_HUMAN,sp,0.043857481,38019.60547,40295.50781,37536.65625,36990.78906,39626.37109,35812.09766,15.21445594,15.29833139,15.19601252,15.17487845,15.27417323,15.12815941
P33176,P33176,KIF5B,Homo sapiens,Kinesin-1 heavy chain,KINH_HUMAN,sp,0.018379476,222378.5781,228718.5781,227916.2813,233110.5156,228524.4063,234154.1875,17.76265829,17.80321403,17.79814446,17.83065456,17.80198873,17.83709931
P33240,P33240,CSTF2,Homo sapiens,Cleavage stimulation factor subunit 2,CSTF2_HUMAN,sp,0.060104445,394328.0938,390692.5313,403088.625,357417.8438,357044.4688,352311.9375,18.58903697,18.57567415,18.62073755,18.44725214,18.44574424,18.42649383
P33316,P33316,DUT,Homo sapiens,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",DUT_HUMAN,sp,0.05263009,120605.5938,117010.2578,121399.3516,108810.6484,117427.7656,106966,16.8799373,16.83627548,16.88940119,16.73146022,16.84141405,16.70679277
P33527,P33527,ABCC1,Homo sapiens,Multidrug resistance-associated protein 1,MRP1_HUMAN,sp,0.011333799,187070.25,191142.6094,192764.375,189278.5,191064.3594,187986.5781,17.51322062,17.54428989,17.55647892,17.53015102,17.54369916,17.52027013
P33552,P33552,CKS2,Homo sapiens,Cyclin-dependent kinases regulatory subunit 2,CKS2_HUMAN,sp,0.168022473,3684.386475,6204.649414,5707.595703,5655.206055,5921.719238,6044.59082,11.84720869,12.59913398,12.47866743,12.46536388,12.53180038,12.56142897
P33764,P33764,S100A3,Homo sapiens,Protein S100-A3,S10A3_HUMAN,sp,0.717280921,53803.06641,70470.73438,19815.11719,10768.23145,21052.06445,21404.97266,15.71540078,16.10473663,14.27431388,13.3944937,14.3616741,14.38565837
P33991,P33991,MCM4,Homo sapiens,DNA replication licensing factor MCM4,MCM4_HUMAN,sp,0.029953873,218577.4844,231536.4063,224282.625,211904.3594,225509.4688,221867.3594,17.73778527,17.82087953,17.77495833,17.69305374,17.78282849,17.75933791
P33992,P33992,MCM5,Homo sapiens,DNA replication licensing factor MCM5,MCM5_HUMAN,sp,0.015552288,419462.1563,421978.1875,411789.25,403866.5938,413800.0313,417078.6563,18.67818113,18.6868089,18.65154664,18.62351929,18.65857423,18.66995996
P33993,P33993,MCM7,Homo sapiens,DNA replication licensing factor MCM7,MCM7_HUMAN,sp,0.014185566,219256.5156,225877.6563,217938.3281,223509.75,219545.3594,218850.625,17.74226019,17.78518204,17.73356042,17.76997824,17.74415951,17.73958698
P34059,P34059,GALNS,Homo sapiens,N-acetylgalactosamine-6-sulfatase,GALNS_HUMAN,sp,0.070187302,13697.86035,12675.82129,11269.59375,13160.90137,11988.93848,13143.29688,13.74166294,13.6297916,13.46014789,13.68397068,13.5494163,13.68203959
P34810,P34810,CD68,Homo sapiens,Macrosialin,CD68_HUMAN,sp,0.360674358,3830.656494,2662.225098,3808.717285,3697.321289,7101.279785,3984.32373,11.90337595,11.37841684,11.89508949,11.8522647,12.79386333,11.96011916
P34896,P34896,SHMT1,Homo sapiens,"Serine hydroxymethyltransferase, cytosolic",GLYC_HUMAN,sp,0.029087202,52617.11328,51511.44922,49634.91406,52548.44922,49807.20703,53097.50781,15.68324448,15.65260551,15.59906767,15.68136057,15.60406689,15.69635653
P34897,P34897,SHMT2,Homo sapiens,"Serine hydroxymethyltransferase, mitochondrial",GLYM_HUMAN,sp,0.034442892,422644.3125,428431.5625,427957.3125,450220.125,460042.75,447809.7813,18.68908451,18.70870524,18.70710737,18.78027102,18.81140841,18.77252651
P34931,P34931,HSPA1L,Homo sapiens,Heat shock 70 kDa protein 1-like,HS71L_HUMAN,sp,0.113416078,117643.9453,105438.125,122665.6484,106553.0469,91642.5,95412.57813,16.84406755,16.68603709,16.90437176,16.70121232,16.4837292,16.54189185
P34932,P34932,HSPA4,Homo sapiens,Heat shock 70 kDa protein 4,HSP74_HUMAN,sp,0.017649833,385398.8438,392747.4375,377895.375,375418,388035.3125,378658.4063,18.55599272,18.58324234,18.52762734,18.5181383,18.56582842,18.53053743
P35052,P35052,GPC1,Homo sapiens,Glypican-1,GPC1_HUMAN,sp,0.045097609,33086.17969,37643.33984,35041.17969,37051.86719,35968.23438,35517.79688,15.0139411,15.20010701,15.09676372,15.17725863,15.13443572,15.11625448
P35080,P35080,PFN2,Homo sapiens,Profilin-2,PROF2_HUMAN,sp,0.055093223,163031.5938,147870.1719,148652.9063,148769.0313,143894.2031,163378.125,17.31479204,17.17397154,17.18158814,17.18271471,17.13464895,17.31785531
P35219,P35219,CA8,Homo sapiens,Carbonic anhydrase-related protein,CAH8_HUMAN,sp,0.06412658,24467.53125,23986.9043,26856,25444.43555,26268.44141,22500.81445,14.57858092,14.54995936,14.71295682,14.63506257,14.68104298,14.4576896
P35221,P35221,CTNNA1,Homo sapiens,Catenin alpha-1,CTNA1_HUMAN,sp,0.011307729,167132.5625,166059.4219,162996.4063,162483.9063,163216.4688,164266.4844,17.35063332,17.34134006,17.31448063,17.3099373,17.31642711,17.32567863
P35222,P35222,CTNNB1,Homo sapiens,Catenin beta-1,CTNB1_HUMAN,sp,0.049339887,40901.89063,42887.10938,39277.86719,39580.64063,38089.18359,37508.51563,15.31987991,15.38825646,15.26142897,15.27250734,15.21709374,15.19493055
P35232,P35232,PHB,Homo sapiens,Prohibitin,PHB_HUMAN,sp,0.00987054,1516267.875,1529434.875,1537397.625,1506693,1500278.375,1503852.625,20.53209322,20.54456725,20.55205891,20.52295406,20.51679879,20.52023176
P35237,P35237,SERPINB6,Homo sapiens,Serpin B6,SPB6_HUMAN,sp,0.031400457,97461.08594,99979.60156,95316.16406,99772.60938,102406.5234,94282.57031,16.57253868,16.60934616,16.54043327,16.60635619,16.64394809,16.52470347
P35240,P35240,NF2,Homo sapiens,Merlin,MERL_HUMAN,sp,0.063391817,9300.744141,10671.12207,10445.93262,9362.196289,9587.899414,9288.416016,13.18313043,13.38142426,13.35065368,13.1926313,13.22699906,13.18121687
P35241,P35241,RDX,Homo sapiens,Radixin,RADI_HUMAN,sp,0.020535038,1027257.25,1038383.188,1021502.125,994505.0625,987659.1875,996386,19.97036608,19.9859075,19.96226077,19.92361919,19.91365377,19.92634523
P35244,P35244,RPA3,Homo sapiens,Replication protein A 14 kDa subunit,RFA3_HUMAN,sp,0.035267246,63907.49219,60142.26563,58573.01953,61092.44531,58074.65625,61569.48828,15.96369745,15.8760916,15.83794865,15.89870637,15.82562109,15.90992796
P35249,P35249,RFC4,Homo sapiens,Replication factor C subunit 4,RFC4_HUMAN,sp,0.043043404,75501.32813,85070.75,80575.45313,76928.16406,81788.29688,80772.25,16.2042144,16.37637555,16.29805278,16.23122426,16.3196068,16.30157211
P35250,P35250,RFC2,Homo sapiens,Replication factor C subunit 2,RFC2_HUMAN,sp,0.039825028,90026.5,94465.00781,86730.71875,84583.53906,89026.19531,92050.20313,16.45806211,16.5274924,16.40425544,16.36808931,16.44194228,16.49013328
P35251,P35251,RFC1,Homo sapiens,Replication factor C subunit 1,RFC1_HUMAN,sp,0.076783578,19735.06836,20055.20703,20884.79297,20955.39453,20732.40234,16929.01172,14.2684739,14.29168924,14.35016522,14.35503406,14.33959968,14.04721013
P35268,P35268,RPL22,Homo sapiens,60S ribosomal protein L22,RL22_HUMAN,sp,0.059673535,862917.3125,836411.3125,892590.6875,935357.3125,828702.9375,958202.4375,19.7188628,19.67385305,19.76763923,19.83515806,19.66049551,19.86997096
P35269,P35269,GTF2F1,Homo sapiens,General transcription factor IIF subunit 1,T2FA_HUMAN,sp,0.047192403,50897.375,48947.99219,47191.76172,50659.48047,52624.92969,46572.12109,15.63530363,15.57896206,15.52624741,15.62854466,15.68345878,15.50717897
P35270,P35270,SPR,Homo sapiens,Sepiapterin reductase,SPRE_HUMAN,sp,0.025305209,62361.78516,61120.80859,61567.40234,60194.13672,58203.02344,62119.54688,15.92837461,15.89937601,15.90987908,15.87733535,15.82880648,15.92275969
P35573,P35573,AGL,Homo sapiens,Glycogen debranching enzyme,GDE_HUMAN,sp,0.11028119,7663.907715,9356.012695,7338.387695,8532.085938,9142.770508,9687.302734,12.90386447,13.1916781,12.84124741,13.05868278,13.15841569,13.24187931
P35579,P35579,MYH9,Homo sapiens,Myosin-9,MYH9_HUMAN,sp,0.01516608,693446.25,696937.375,698643.8125,672528.875,682761.5,680546.5,19.40342454,19.4106695,19.41419759,19.35923669,19.38102218,19.37633422
P35580,P35580,MYH10,Homo sapiens,Myosin-10,MYH10_HUMAN,sp,0.012797968,532755.125,551971.25,547519.25,543280.25,538837.875,547631.4375,19.02311304,19.0742336,19.06255016,19.05133708,19.03949174,19.06284574
P35606,P35606,COPB2,Homo sapiens,Coatomer subunit beta',COPB2_HUMAN,sp,0.01709506,208023.3281,205448.7344,203178.7031,200635.2031,199773.2656,199365.9375,17.6663858,17.64841892,17.63238966,17.61421524,17.608004,17.60505941
P35610,P35610,SOAT1,Homo sapiens,Sterol O-acyltransferase 1,SOAT1_HUMAN,sp,0.122348905,51094.39844,61020.26953,50697.83594,43992.26953,45229.1875,47784.17188,15.64087751,15.89700093,15.62963655,15.42496241,15.46496646,15.5442452
P35611,P35611,ADD1,Homo sapiens,Alpha-adducin,ADDA_HUMAN,sp,0.032605971,40071.61719,37921.54688,39196.42578,37203.07422,39852.38281,37407.21484,15.29029311,15.21073019,15.25843448,15.18313422,15.28237837,15.19102893
P35612,P35612,ADD2,Homo sapiens,Beta-adducin,ADDB_HUMAN,sp,0.071087627,14994.76367,12422.86426,12664.09277,14173.96094,13409.72852,13289.10156,13.87217116,13.60071022,13.62845611,13.79095536,13.71099241,13.69795595
P35613,P35613,BSG,Homo sapiens,Basigin,BASI_HUMAN,sp,0.04011269,227000.5938,238459.6719,245155.6719,227484.125,225049.4531,220561.7188,17.79233655,17.86338577,17.90333861,17.79540634,17.77988253,17.75082289
P35637,P35637,FUS,Homo sapiens,RNA-binding protein FUS,FUS_HUMAN,sp,0.025864196,930481.8125,901462.3125,877890.125,940845.875,927361.5625,931133.8125,19.82761843,19.78190765,19.74368086,19.84359888,19.82277241,19.82862899
P35658,P35658,NUP214,Homo sapiens,Nuclear pore complex protein Nup214,NU214_HUMAN,sp,0.014928147,128697.75,127339.6328,132050.0469,127865.5078,130770.6641,131161.2031,16.97362731,16.95832198,17.01072529,16.96426762,16.99667941,17.00098151
P35659,P35659,DEK,Homo sapiens,Protein DEK,DEK_HUMAN,sp,0.012649958,328502.5625,324378.8438,325756.625,327067.625,317001.5625,326742.9063,18.3255451,18.3073202,18.31343499,18.31922943,18.27413043,18.31779639
P35680,P35680,HNF1B,Homo sapiens,Hepatocyte nuclear factor 1-beta,HNF1B_HUMAN,sp,0.343475683,9301.383789,10263.60254,6232.562988,4163.606934,4901.318848,7236.414551,13.18322965,13.32524959,12.60560984,12.02361816,12.25895429,12.82105934
P35754,P35754,GLRX,Homo sapiens,Glutaredoxin-1,GLRX1_HUMAN,sp,0.03531434,22606.78711,23705.46289,23391.46875,21680.35156,22486.05469,21899.72266,14.46446835,14.53293194,14.51369483,14.40410053,14.45674293,14.41862498
P35813,P35813,PPM1A,Homo sapiens,Protein phosphatase 1A,PPM1A_HUMAN,sp,0.125345223,23507.01563,22815.54492,18741.0293,25400.78711,20943.89258,18638.0332,14.52080377,14.47772949,14.19391257,14.63258558,14.35424198,14.18596201
P35908,P35908,KRT2,Homo sapiens,"Keratin, type II cytoskeletal 2 epidermal",K22E_HUMAN,sp,0.082448498,217088.5469,219731.6875,226445.875,258780.7031,261536.8125,243765.2813,17.72792409,17.74538341,17.78880673,17.98137052,17.9966545,17.89513314
P35914,P35914,HMGCL,Homo sapiens,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",HMGCL_HUMAN,sp,0.04169169,37190.5625,37207.19141,34163.80078,36145.89844,35090.5625,33788.88672,15.18264895,15.18329387,15.06018087,15.14154433,15.09879545,15.0442612
P35998,P35998,PSMC2,Homo sapiens,26S protease regulatory subunit 7,PRS7_HUMAN,sp,0.023764674,357544.6563,365216.2813,354630.9375,345812.875,341745.9063,354298,18.44776392,18.47839156,18.43595887,18.39963206,18.38256453,18.4346038
P36404,P36404,ARL2,Homo sapiens,ADP-ribosylation factor-like protein 2,ARL2_HUMAN,sp,0.04703143,65688.4375,61255.64844,62511.33594,66934.70313,60816.10938,59374.75781,16.00335183,15.90255526,15.93183021,16.03046677,15.8921659,15.8575621
P36405,P36405,ARL3,Homo sapiens,ADP-ribosylation factor-like protein 3,ARL3_HUMAN,sp,0.086134457,15302.09668,13084.16016,13244.5752,13289.81348,13924.96289,11764.88379,13.90144172,13.6755337,13.69311395,13.69803324,13.76538586,13.52219945
P36507,P36507,MAP2K2,Homo sapiens,Dual specificity mitogen-activated protein kinase kinase 2,MP2K2_HUMAN,sp,0.079063946,51711.10547,58312.83984,56839.92188,53138.28125,63822.10156,60571.92188,15.65818653,15.83152596,15.79461695,15.69746394,15.96176849,15.88636157
P36542,P36542,ATP5C1,Homo sapiens,"ATP synthase subunit gamma, mitochondrial",ATPG_HUMAN,sp,0.021192775,780818.5625,783173.0625,798783.125,762398.25,762798.1875,755556.375,19.57462783,19.57897162,19.60744433,19.54018528,19.54094189,19.52717988
P36543,P36543,ATP6V1E1,Homo sapiens,V-type proton ATPase subunit E 1,VATE1_HUMAN,sp,0.073689584,36711.26953,32422.46484,29492.89063,33954.22656,33970.77344,35180.27734,15.16393539,14.98470615,14.84807961,15.05130355,15.05200645,15.10247924
P36551,P36551,CPOX,Homo sapiens,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",HEM6_HUMAN,sp,0.228411227,55420.04688,39937.49609,63591.87891,36276.31641,47546.90234,39002.34766,15.75812031,15.28545626,15.95655492,15.14674035,15.53706373,15.25127335
P36578,P36578,RPL4,Homo sapiens,60S ribosomal protein L4,RL4_HUMAN,sp,0.015573376,1886314.375,1942915,1910626.5,1858707.25,1909025.5,1925674.75,20.84713871,20.88979136,20.86561435,20.82586813,20.86440494,20.87693262
P36639,P36639,NUDT1,Homo sapiens,"7,8-dihydro-8-oxoguanine triphosphatase",8ODP_HUMAN,sp,0.047161528,26044.93945,23882.44336,23794.29297,23518.36914,22755.50195,24735.83789,14.66871546,14.54366282,14.53832797,14.5215004,14.47392779,14.59431515
P36776,P36776,LONP1,Homo sapiens,"Lon protease homolog, mitochondrial",LONM_HUMAN,sp,0.01691033,126249.0938,128700.5,122481.0469,125363.2344,123954.2266,125936.8203,16.94591351,16.97365813,16.90219899,16.93575478,16.91944794,16.94234062
P36871,P36871,PGM1,Homo sapiens,Phosphoglucomutase-1,PGM1_HUMAN,sp,0.017846358,75416.875,78964.63281,75539.49219,76157.9375,76220.90625,77553.85156,16.20259975,16.26891901,16.20494346,16.21670679,16.21789914,16.24291081
P36873,P36873,PPP1CC,Homo sapiens,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,PP1G_HUMAN,sp,0.018737119,503267.4063,506591.1563,511101.3438,495075.6563,504949.0625,485140.8125,18.94096564,18.95046237,18.96324986,18.91728949,18.94577834,18.88804403
P36954,P36954,POLR2I,Homo sapiens,DNA-directed RNA polymerase II subunit RPB9,RPB9_HUMAN,sp,0.106891777,10712.63281,10242.00195,12427.78027,10173.10254,10644.63184,8957.797852,13.38702547,13.32221012,13.60128102,13.31247211,13.37783843,13.12892839
P36957,P36957,DLST,Homo sapiens,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",ODO2_HUMAN,sp,0.028984774,292185.2188,306001,304715.4688,291412,284603.2188,301652.0313,18.15652367,18.22317684,18.21710321,18.15270076,18.11859245,18.20252577
P37108,P37108,SRP14,Homo sapiens,Signal recognition particle 14 kDa protein,SRP14_HUMAN,sp,0.018838041,189568.3438,180464.3906,185183.8125,187635.6094,186096.9063,181649.2344,17.53235854,17.46135467,17.49859847,17.51757412,17.50569455,17.47079576
P37198,P37198,NUP62,Homo sapiens,Nuclear pore glycoprotein p62,NUP62_HUMAN,sp,0.070207622,64756.625,70885.66406,67717.95313,61324.33203,61377.52734,58922.27344,15.98274018,16.11320627,16.04725075,15.90417199,15.90542291,15.84652548
P37235,P37235,HPCAL1,Homo sapiens,Hippocalcin-like protein 1,HPCL1_HUMAN,sp,0.02867018,86501.03125,83830.21875,87617.76563,86233.60156,81020.57031,83599.32031,16.40042971,16.35518277,16.4189358,16.39596252,16.30600062,16.35120359
P37268,P37268,FDFT1,Homo sapiens,Squalene synthase,FDFT_HUMAN,sp,0.035921782,110176.5078,115111.9141,108429.875,103991.5781,105975.1875,110882.2578,16.74945712,16.81267763,16.72640278,16.66610717,16.69336699,16.75866901
P37802,P37802,TAGLN2,Homo sapiens,Transgelin-2,TAGL2_HUMAN,sp,0.014967186,1288781.125,1332198,1287817.375,1318413.25,1287059.25,1290920,20.29757584,20.34537709,20.29649659,20.33037122,20.29564704,20.29996817
P37837,P37837,TALDO1,Homo sapiens,Transaldolase,TALDO_HUMAN,sp,0.053327831,982404.0625,1018698,998876.4375,919247.125,896503.875,915735.375,19.905957,19.95829499,19.9299467,19.81009323,19.77395029,19.80457123
P38117,P38117,ETFB,Homo sapiens,Electron transfer flavoprotein subunit beta,ETFB_HUMAN,sp,0.028978424,862580.375,861761.3125,852340.6875,818261.0625,829068,804748.3125,19.71829937,19.71692881,19.70107068,19.64220168,19.66113091,19.61817812
P38159,P38159,RBMX,Homo sapiens,"RNA-binding motif protein, X chromosome",RBMX_HUMAN,sp,0.024537642,2256003.5,2315303,2308682.75,2162479,2239724.5,2252103.5,21.10533788,21.14276958,21.13863851,21.04425469,21.09488985,21.1028417
P38432,P38432,COIL,Homo sapiens,Coilin,COIL_HUMAN,sp,0.062487795,16746.44531,19025.33203,18810.88867,19353.58203,19458.66016,17248.96875,14.03156727,14.21563401,14.19928039,14.24031299,14.24812476,14.07422249
P38435,P38435,GGCX,Homo sapiens,Vitamin K-dependent gamma-carboxylase,VKGC_HUMAN,sp,0.046953985,19325.23242,19201.2832,18622.60156,20012.81445,17696.94727,17939.76758,14.23819814,14.22891511,14.18476701,14.28863645,14.1112129,14.13087358
P38570,P38570,ITGAE,Homo sapiens,Integrin alpha-E,ITAE_HUMAN,sp,0.086691159,990081.9375,1109532.5,1117990.25,965827.875,915396.8125,937472.875,19.9171884,20.0815205,20.09247618,19.88140658,19.80403774,19.83841742
P38606,P38606,ATP6V1A,Homo sapiens,V-type proton ATPase catalytic subunit A,VATA_HUMAN,sp,0.047876758,147027.625,147524.25,147998.2656,161891.7188,156115,162842.5938,17.16572772,17.1705926,17.17522074,17.30466966,17.25224964,17.31311858
P38646,P38646,HSPA9,Homo sapiens,"Stress-70 protein, mitochondrial",GRP75_HUMAN,sp,0.008914443,2760557,2799559.5,2811387.75,2753243.75,2780227.25,2754022.75,21.39652796,21.41676841,21.42285102,21.39270091,21.40677138,21.39310905
P38919,P38919,EIF4A3,Homo sapiens,Eukaryotic initiation factor 4A-III,IF4A3_HUMAN,sp,0.028284214,648781.8125,648209.6875,642445.6875,621990.6875,634096.3125,602816.75,19.30737385,19.30610106,19.29321497,19.24653345,19.27434246,19.20135998
P39019,P39019,RPS19,Homo sapiens,40S ribosomal protein S19,RS19_HUMAN,sp,0.035544799,2078075.125,2099953.25,2099118.75,1928357.375,2010447,1971859.25,20.98681638,21.00192578,21.00135235,20.87894101,20.93908487,20.91112515
P39023,P39023,RPL3,Homo sapiens,60S ribosomal protein L3,RL3_HUMAN,sp,0.023372286,759703.4375,766052,764633.5,747161.875,733195.625,723902.4375,19.53507682,19.5470828,19.54440888,19.51106132,19.48383865,19.46543575
P39060,P39060,COL18A1,Homo sapiens,Collagen alpha-1(XVIII) chain,COIA1_HUMAN,sp,0.277210696,7988.657227,3149.869385,7465.833008,6996.513184,5573.074707,6655.75,12.96373731,11.62107629,12.86608752,12.7724204,12.44425778,12.70038553
P39656,P39656,DDOST,Homo sapiens,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,OST48_HUMAN,sp,0.032758323,604600,611720.0625,613044.75,578028.25,568184.8125,580406.875,19.20562145,19.22251207,19.22563286,19.14078048,19.11600074,19.14670508
P39687,P39687,ANP32A,Homo sapiens,Acidic leucine-rich nuclear phosphoprotein 32 family member A,AN32A_HUMAN,sp,0.048569941,700288.3125,677038.6875,678021.6875,613061.6875,636116.625,649210.25,19.41758948,19.36887875,19.3709719,19.22567272,19.27893177,19.30832625
P39748,P39748,FEN1,Homo sapiens,Flap endonuclease 1,FEN1_HUMAN,sp,0.041032647,297029.3438,300479.25,282704.9688,289920.625,268172.8125,281638.4688,18.18024594,18.19690584,18.10893771,18.14529845,18.03280346,18.10348488
P39880,P39880,CUX1,Homo sapiens,Homeobox protein cut-like 1,CUX1_HUMAN,sp,0.05901219,25014.19336,26120.7168,24026.19141,25043.2168,24594.35938,21853.71289,14.61045931,14.67290687,14.55232035,14.61213227,14.58603986,14.41559079
P40121,P40121,CAPG,Homo sapiens,Macrophage-capping protein,CAPG_HUMAN,sp,0.090461233,70065.80469,80184.25781,78319.17969,89226.27344,88880.41406,86165.39844,16.09642289,16.29103141,16.25707803,16.44518097,16.43957792,16.39482102
P40123,P40123,CAP2,Homo sapiens,Adenylyl cyclase-associated protein 2,CAP2_HUMAN,sp,0.1177086,16819.3418,23384.6543,18550.02344,18662.02344,19564.86914,21325.73242,14.03783363,14.51327448,14.17913339,14.1878178,14.25597784,14.38030767
P40222,P40222,TXLNA,Homo sapiens,Alpha-taxilin,TXLNA_HUMAN,sp,0.074059989,47345.96094,57039.1875,46812.23438,49477.24219,52066.88281,51463.93359,15.53095373,15.79966581,15.51459801,15.59447747,15.66807842,15.65127411
P40227,P40227,CCT6A,Homo sapiens,T-complex protein 1 subunit zeta,TCPZ_HUMAN,sp,0.033173276,384196.4063,388335.6563,375589.5938,360690.125,362240.25,361502.0625,18.5514845,18.56694465,18.51879757,18.4604004,18.46658733,18.46364435
P40261,P40261,NNMT,Homo sapiens,Nicotinamide N-methyltransferase,NNMT_HUMAN,sp,0.125452031,12545.78418,16008.45313,17805.21875,18129.44727,16624.19922,17517.46484,13.61491503,13.96654629,14.12001254,14.14604732,14.02099723,14.09650638
P40337,P40337,VHL,Homo sapiens,Von Hippel-Lindau disease tumor suppressor,VHL_HUMAN,sp,0.13342839,14254.52344,17595.73438,17399.93359,15479.1709,14900.45703,20261.95703,13.79913219,14.10293811,14.08679418,13.91804058,13.86306896,14.30648591
P40394,P40394,ADH7,Homo sapiens,Alcohol dehydrogenase class 4 mu/sigma chain,ADH7_HUMAN,sp,0.331499516,886.9125366,840.5025024,NaN,1101.537964,454.0707092,583.9540405,9.792648029,9.715108305,NaN,10.1053035,8.826773166,9.189711018
P40429,P40429,RPL13A,Homo sapiens,60S ribosomal protein L13a,RL13A_HUMAN,sp,0.034208746,1434060,1545491.75,1472867.75,1483413.75,1562207.875,1548649.875,20.45167396,20.55963452,20.49019646,20.50048962,20.57515501,20.56257958
P40616,P40616,ARL1,Homo sapiens,ADP-ribosylation factor-like protein 1,ARL1_HUMAN,sp,0.067988457,19680.11133,21887.67383,23404.88281,23346.53516,23686.29492,21823.61719,14.26445076,14.41783102,14.51452192,14.51092084,14.53176493,14.41360262
P40692,P40692,MLH1,Homo sapiens,DNA mismatch repair protein Mlh1,MLH1_HUMAN,sp,0.076005919,39831.91016,39104.83203,40541.66016,35085.99219,42512.8125,35392.82031,15.28163705,15.25505927,15.30711755,15.09860754,15.37561009,15.11116911
P40763,P40763,STAT3,Homo sapiens,Signal transducer and activator of transcription 3,STAT3_HUMAN,sp,0.029117765,77277.78906,72240.85938,75400.8125,77265.375,74427.22656,72668.94531,16.2377662,16.14052743,16.20229245,16.23753442,16.18354286,16.14905135
P40818,P40818,USP8,Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 8,UBP8_HUMAN,sp,0.064242876,16829.35547,17010.13086,16888.8418,14882.2998,15871.30762,17973.92578,14.0386923,14.05410662,14.04378277,13.86130987,13.95413337,14.13361793
P40855,P40855,PEX19,Homo sapiens,Peroxisomal biogenesis factor 19,PEX19_HUMAN,sp,0.037553005,19095.51172,19129.95117,19552.82813,19017.85352,20597.02734,20567.72266,14.22094596,14.22354557,14.25508967,14.2150668,14.33014852,14.32809444
P40925,P40925,MDH1,Homo sapiens,"Malate dehydrogenase, cytoplasmic",MDHC_HUMAN,sp,0.033472716,612272.25,611701.375,639852,591875.1875,608991.3125,580404.4375,19.22381377,19.22246799,19.28737872,19.17493345,19.21606212,19.14669902
P40926,P40926,MDH2,Homo sapiens,"Malate dehydrogenase, mitochondrial",MDHM_HUMAN,sp,0.027291357,3134180.5,3284416.75,3212139,3042207.5,3133266,3096292.5,21.57965684,21.64720577,21.61510289,21.53668713,21.57923582,21.56211034
P40937,P40937,RFC5,Homo sapiens,Replication factor C subunit 5,RFC5_HUMAN,sp,0.024449282,108775.1094,112223.9609,114039.7813,106653.3047,109821.6094,108526.4922,16.73098894,16.77602121,16.79917765,16.70256914,16.74480243,16.72768773
P40938,P40938,RFC3,Homo sapiens,Replication factor C subunit 3,RFC3_HUMAN,sp,0.042966314,44587.20703,48141.93359,43696.39844,43246.98828,45653.19922,47207.33594,15.44434221,15.55500647,15.41522675,15.40031205,15.47842834,15.52672345
