PG.ProteinGroups,PG.Genes,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Quantity
Q6P1N9,TATDN1,32410.451171875,34763.328125,34363.5625,36480.7734375,40230.73828125,39953.515625
Q6P1Q9,METTL2B,9990.6123046875,8066.55859375,9174.5478515625,13136.716796875,14754.787109375,14831.32421875
Q6P1S2,C3orf33,5467.32177734375,5052.73193359375,8159.49658203125,4442.3154296875,5211.07275390625,6619.32763671875
Q6P1X5,TAF2,5474.25341796875,2881.17529296875,5265.83984375,2107.31787109375,4845.89990234375,NaN
Q6P1X6,C8orf82,18817.84765625,16585.705078125,15876.828125,17099.408203125,18074.240234375,20307.0546875
Q6P2C8,MED27,6284.2783203125,6299.728515625,4064.61083984375,5618.111328125,5594.92724609375,4761.587890625
Q6P2E9,EDC4,82636.1171875,78718.359375,83934.9765625,83538.890625,87035.0546875,87599.75
Q6P2Q9,PRPF8,342906.40625,333523.28125,346510.53125,349475.65625,364550.40625,365067.5
Q6P3W7,SCYL2,24492.421875,22340.5859375,23983.126953125,26394.166015625,27461.322265625,24740.9609375
Q6P3X3,TTC27,8511.421875,9611.8447265625,9184.541015625,7676.7197265625,10200.7490234375,9299.48828125
Q6P4A7,SFXN4,20842.630859375,22333.216796875,21953.267578125,22054.8046875,24297.69921875,25176.849609375
Q6P4E1,CASC4,16999.67578125,16128.2802734375,14894.3115234375,18063.470703125,19530.19921875,20542.146484375
Q6P587,FAHD1,24303.125,24404.439453125,28344.009765625,28432.359375,27455.71484375,24841.21484375
Q6P5R6,RPL22L1,42505.2890625,38510.79296875,37622.546875,40143.45703125,46057.09375,40383.86328125
Q6P6C2,ALKBH5,40876.25390625,36815.453125,40992.10546875,39699.48046875,45705.703125,43858
Q6P996,PDXDC1,48534.29296875,46573.046875,49386.4375,60923.80078125,64681.13671875,68047.7734375
Q6P9B6,TLDC1,17187.0625,12459.4697265625,18097.47265625,16834.62109375,21409.36328125,17766.548828125
Q6P9B9,INTS5,41792.2734375,40818.24609375,43836.84765625,31718.439453125,50219.26953125,41399.9921875
Q6PD62,CTR9,56462.0546875,49752.1015625,53416.17578125,58500.72265625,57903.09765625,60737.38671875
Q6PD74,AAGAB,41008.16796875,40149.1796875,37981.8125,40552.9765625,39977.01171875,35522.53125
Q6PEY2,TUBA3E,264540.96875,227754.234375,206180.234375,218619.15625,225374.28125,213320.546875
Q6PGP7,TTC37,16134.0546875,13682.2509765625,16975.251953125,15713.416015625,16407.65625,14980.4775390625
Q6PI48,DARS2,159998.96875,147258.9375,156600.078125,158103.640625,166895.03125,168853.90625
Q6PI78,TMEM65,34216.05859375,37594.94921875,39215.38671875,28166.302734375,36875.8359375,35128.046875
Q6PIU2,NCEH1,318696,307549,309528.71875,326718.6875,346353.28125,332812.8125
Q6PIW4,FIGNL1,25257.771484375,27056.63671875,18330.646484375,19859.94921875,21881.65234375,25048.01171875
Q6PJ69,TRIM65,6194.6005859375,6032.87109375,7872.40234375,7557.921875,5708.04443359375,5069.74365234375
Q6PJG2,ELMSAN1,22352.255859375,21752.693359375,26084.703125,26538.76953125,29120.794921875,28517.302734375
Q6PJG6,BRAT1,18247.45703125,20144.49609375,17634.9375,21519.677734375,21346.36328125,19634.748046875
Q6PJT7,ZC3H14,74512.1171875,67785.5546875,73917,79430.4375,73647.25,82317.7265625
Q6PK04,CCDC137,66737.2421875,58624.76953125,61603.21484375,69564.984375,101068.046875,79142.5859375
Q6PKG0,LARP1,198659.5625,186967.75,190133.171875,217516.984375,229583.140625,226107.59375
Q6PL18,ATAD2,19412.603515625,16299.142578125,14702.6298828125,18801.84375,19911.296875,20214.474609375
Q6PL24,TMED8,5597.9248046875,4511.8349609375,5260.12109375,6009.3212890625,6623.126953125,4873.23486328125
Q6PML9,SLC30A9,14147.447265625,10449.2158203125,11166.5341796875,10292.97265625,13752.71875,10943.83984375
Q6PUV4,CPLX2,31875.865234375,29726.74609375,31156.0078125,27798.79296875,27964.751953125,19901.34375
Q6QNY1,BLOC1S2,29720.044921875,28029.892578125,25592.392578125,23502.55078125,22791.474609375,23352.009765625
Q6RFH5,WDR74,24673.728515625,23456.568359375,22370.724609375,25088.748046875,26190.68359375,26810.984375
Q6RW13,AGTRAP,25622.841796875,23705.05859375,25562.212890625,26446.287109375,25043.26171875,24187.015625
Q6SPF0,SAMD1,11069.3544921875,7298.09033203125,13514.607421875,11076.287109375,12828.828125,14745.4970703125
Q6STE5,SMARCD3,42603.1796875,37039.26953125,37439.0078125,43601.22265625,45524.46875,36360.8828125
Q6T4R5,NHS,8534.1435546875,7984.7607421875,6605.3916015625,8739.4765625,8869.8408203125,8482.6748046875
Q6UB35,MTHFD1L,95692.2265625,91155.1015625,93383.53125,94030.7734375,98646.3984375,98808.5625
Q6UN15,FIP1L1,51234.21484375,44367.765625,49278.91015625,54195.47265625,56486.65234375,59963.20703125
Q6UW02,CYP20A1,15633.669921875,16420.12890625,20869.8125,18912.025390625,19504.74609375,19976.291015625
Q6UW68,TMEM205,192703.765625,190978.859375,211093.015625,205649.265625,219256.609375,201779.015625
Q6UWE0,LRSAM1,9143.3623046875,7490.09130859375,10285.3203125,11849.0302734375,11323.984375,10304.3837890625
Q6UWP7,LCLAT1,60732.44921875,52958.3359375,58297.5703125,62152.96484375,64465.01953125,62462.765625
Q6UX04,CWC27,12864.4423828125,9694.146484375,10181.3427734375,9927.4140625,9654.1533203125,11670.1376953125
Q6UX07,DHRS13,14433.3125,14819.5458984375,16942.54296875,14443.443359375,14026.783203125,13135.80078125
Q6UX53,METTL7B,46700.8828125,34961.7890625,38303.26953125,41767.4375,41178.42578125,42196.26953125
Q6UXH1,CRELD2,9115.828125,5171.4560546875,7907.38720703125,7216.02685546875,9426.005859375,8454.98046875
Q6UXN9,WDR82,90175.2890625,85255.9140625,88974.0234375,103228.359375,103455.078125,102044.5703125
Q6UXV4,APOOL,18396.587890625,16094.88671875,18917.802734375,16945.48046875,19053.76953125,19830.37890625
Q6VMQ6,ATF7IP,5304.44140625,8991.1396484375,9541.6826171875,9314.0712890625,8469.439453125,12322.103515625
Q6VN20,RANBP10,12489.6064453125,14762.61328125,13991.90234375,19378.32421875,17341.0390625,17374.533203125
Q6WCQ1,MPRIP,67989.9765625,61799.3671875,68434.3125,73489.2734375,72596.453125,72897.2265625
Q6WKZ4,RAB11FIP1,130837.4609375,120877.7109375,129909.5234375,151286.671875,144588.1875,141692.703125
Q6WRI0,IGSF10,33818.671875,29041.23046875,27504.517578125,30933.86328125,24677.01171875,31886.693359375
Q6Y1H2,HACD2,49970.12890625,44507.03125,55910.6875,45640.22265625,46255.8203125,50638.45703125
Q6Y288,B3GLCT,18657.982421875,18157.322265625,9814.8212890625,14237.96484375,21317.33203125,18878.439453125
Q6Y7W6,GIGYF2,79584.6796875,81592.765625,76586.21875,82903.859375,90737.6171875,81922.4609375
Q6YHK3,CD109,57985.890625,51616.9140625,51703.578125,54530.1171875,64388.3671875,60140.30859375
Q6YHU6,THADA,10406.12109375,12371.26953125,13695.806640625,9157.0185546875,7546.3671875,9129.869140625
Q6YN16,HSDL2,135051.875,123694.2890625,127971.8828125,138347.890625,142872.0625,139013.9375
Q6YP21,CCBL2,9033.07421875,7863.4140625,8631.1875,9638.9375,11047.8291015625,9743.3212890625
Q6ZMG9,CERS6,22893.2421875,23530.3984375,21219.642578125,21058.625,25063.109375,25539.919921875
Q6ZMS7,ZNF783,12939.701171875,10173.9609375,13171.08203125,13904.09765625,15465.828125,18480.060546875
Q6ZN18,AEBP2,15690.40625,14691.072265625,14268.5537109375,13584.3515625,15402.6484375,13987.7841796875
Q6ZNB6,NFXL1,13226.619140625,12176.939453125,16217.7568359375,16163.6416015625,16633.87109375,17494.974609375
Q6ZRP7,QSOX2,50485.05859375,50367.4453125,56406.07421875,48262.58203125,59301.08984375,55928.6171875
Q6ZRV2,FAM83H,24314.158203125,21469.912109375,25184.400390625,22734.568359375,25604.376953125,24340.6875
Q6ZSJ8,C1orf122,11598.9052734375,13626.90234375,6547.8935546875,12342.904296875,14287.943359375,13433.345703125
Q6ZVM7,TOM1L2,15555.94921875,18722.037109375,15740.0146484375,13746.3779296875,16459.53515625,15046.267578125
Q6ZVX9,PAQR9,4934.1845703125,4527.796875,3240.951416015625,3503.569091796875,3689.174560546875,4464.41748046875
Q6ZW49,PAXIP1,NaN,651.1727294921875,NaN,300.73297119140625,192.04592895507812,614.7479858398438
Q6ZXV5,TMTC3,69809.90625,65787.59375,73698.2578125,68035.640625,74887.140625,75531.8125
Q709C8,VPS13C,9275.72265625,8232.1640625,8367.25390625,9255.994140625,10214.48828125,10756.1572265625
Q709F0,ACAD11,11484.4404296875,11652.666015625,16352.525390625,13495.7255859375,14573.291015625,13428.38671875
Q70CQ2,USP34,8063.48388671875,5807.14990234375,8079.30224609375,5422.18017578125,7793.26611328125,6731.10546875
Q70J99,UNC13D,11191.6171875,18624.59765625,16177.541015625,13058.16015625,21077.00390625,16501.240234375
Q70UQ0,IKBIP,195615.859375,186278.609375,200302.421875,198190.203125,206049.46875,206299.28125
Q712K3,UBE2R2,25696.654296875,29098.84765625,26929.4921875,27954.5,20743.263671875,26898.689453125
Q719H9,KCTD1,6120.4423828125,6324.1552734375,7745.44677734375,6837.55859375,7886.68359375,8323.1875
Q71RC2,LARP4,111639.3203125,112390.328125,112543.5546875,109816.2421875,114907.96875,116825.203125
Q71RG4,TMUB2,5492.06298828125,5169.4794921875,5575.591796875,7406.2626953125,6980.3271484375,6607.52197265625
Q71SY5,MED25,17341.146484375,16156.71875,15580.6650390625,27729.8984375,20547.421875,18748.005859375
Q71UM5,RPS27L,715949.6875,673121.375,663743.8125,753602.625,777257.1875,749786.0625
Q75N03,CBLL1,15035.556640625,13834.09375,11624.1015625,20181.4296875,14999.033203125,19085.484375
Q75QN2,INTS8,14925.9794921875,11436.8115234375,14577.6181640625,13079.892578125,15447.06640625,13727.2646484375
Q76FK4,NOL8,28711.84765625,25323.27734375,26493.591796875,28230.193359375,26309.349609375,28829.01953125
Q7KZ85,SUPT6H,51721.25,46083.4296875,50291.921875,51067.24609375,54174.2265625,51742.75
Q7KZF4,SND1,579511.5,540661,573128.375,582224,601912.0625,597813.75
Q7KZI7,MARK2,30778.861328125,28561.2421875,29260.703125,28917.84375,35631.73828125,32990.53515625
Q7KZN9,COX15,17532.88671875,14270.2490234375,17153.068359375,16617.962890625,17367.064453125,17850.0234375
Q7L014,DDX46,280261.53125,253671.40625,283013.84375,288520.0625,301012.78125,303096.78125
Q7L0Y3,TRMT10C,142711.8125,130426.671875,144928.53125,150408.71875,154470.09375,157568.578125
Q7L1Q6,BZW1,263697.8125,245863.25,260809.046875,267692.09375,279902.78125,277681.40625
Q7L2E3,DHX30,80335.8515625,73908.5078125,80393.65625,80858.5078125,84519.3984375,86950.734375
Q7L2H7,EIF3M,143164.46875,140844.484375,143227.75,135982.203125,140616.875,147494.734375
Q7L2J0,MEPCE,40978.328125,37180.1171875,43006.65625,44160.890625,44658.65625,43439.27734375
Q7L3T8,PARS2,3339.070556640625,3230.46142578125,1056.612060546875,1865.609130859375,3263.11474609375,6344.7802734375
Q7L4I2,RSRC2,36196.0234375,35051.734375,45694.37109375,46955.43359375,45022.81640625,44571.7421875
Q7L576,CYFIP1,87618.171875,82606.0390625,85195.5234375,89052.6171875,90986.3125,92839.0078125
Q7L592,NDUFAF7,11469.9052734375,10237.3798828125,8760.4228515625,10392.0400390625,9508.744140625,9667.0244140625
Q7L5A8,FA2H,10543.8427734375,9830.44921875,9894.72265625,10475.23046875,11380.4345703125,10974.197265625
Q7L5D6,GET4,54037.69140625,48071.015625,49807.49609375,56186.22265625,61015.8125,56708.4765625
Q7L5N1,COPS6,38916.17578125,35366.09375,38369.22265625,40529.20703125,39031.859375,39542.2421875
Q7L5N7,LPCAT2,13671.0771484375,13285.81640625,16562.875,18122.76953125,15413.20703125,15600.6484375
Q7L5Y9,MAEA,8297.654296875,5001.39111328125,9007.451171875,7084.2861328125,6170.2958984375,5314.443359375
Q7L775,EPM2AIP1,4556.3857421875,3424.313232421875,5464.28369140625,3899.640380859375,6073.2333984375,5056.95068359375
Q7L7V1,DHX32,3158.773193359375,3902.80322265625,4131.0595703125,6452.048828125,7282.6904296875,4505.0302734375
Q7L7X3,TAOK1,28276.345703125,24724.015625,25601.505859375,29312.26171875,27811.3125,28219.58203125
Q7L8L6,FASTKD5,39801.2578125,34411.3984375,34564.5078125,37788.72265625,38302.453125,39282.1484375
Q7L9L4;Q9H8S9,MOB1B;MOB1A,38525.78515625,32314.677734375,37012.265625,39615.78125,38578.3359375,42116.27734375
Q7LBC6,KDM3B,39162.46875,36674.11328125,37254.18359375,39182.88671875,40244.5859375,39352.59765625
Q7LBR1,CHMP1B,32645.33984375,27299.13671875,30208.99609375,33883.51953125,32227.669921875,29020.66796875
Q7LGA3,HS2ST1,30032.763671875,29226.498046875,29923.455078125,29157.1953125,33466.81640625,33019.42578125
Q7RTP0,NIPA1,27691.26171875,19014.55078125,30330.943359375,26225.94140625,30102.4453125,27609.14453125
Q7RTP6,MICAL3,10904.369140625,10784.16015625,8216.8134765625,12380.9189453125,12280.0517578125,10531.2802734375
Q7RTR2,NLRC3,55006.98828125,49694.7109375,59287.26953125,52526.05859375,56034.93359375,48655.32421875
Q7RTS9,DYM,16884.421875,15026.6015625,16544.00390625,16967.232421875,18473.38671875,5009.353515625
Q7RTV0,PHF5A,310860.125,250873.34375,298821.15625,326691.125,291847.21875,304789.3125
Q7RTY0,SLC16A13,3809.7646484375,1952.0284423828125,3107.629638671875,4070.24609375,3233.08544921875,4261.2919921875
Q7Z2E3,APTX,10862.333984375,9569.802734375,10409.029296875,10393.44921875,8302.787109375,10867.728515625
Q7Z2K6,ERMP1,94500.6171875,88601.109375,92072.0546875,95857.1875,96089.296875,95002.1953125
Q7Z2T5,TRMT1L,60374.453125,48026.64453125,57323.73046875,54665.9375,53853.16015625,54156.69921875
Q7Z2W4,ZC3HAV1,176051.09375,163680.53125,177000.890625,193542.4375,190309.03125,196240.203125
Q7Z2W9,MRPL21,62485.96484375,54706.828125,72679.65625,57598.65234375,63227.12890625,55882.50390625
Q7Z2Z2,EFTUD1,17177.958984375,16447.84765625,21407.95703125,19154.806640625,21972.03515625,23119.41796875
Q7Z333,SETX,12461.83203125,9172.91796875,11177.134765625,12278.951171875,10691.435546875,12810.1953125
Q7Z3B4,NUP54,68662.8046875,68702.7734375,78417.5078125,70476.328125,77867.046875,77903.484375
Q7Z3C6,ATG9A,5398.23388671875,6864.37890625,7719.048828125,3039.818359375,3409.3828125,3517.21484375
Q7Z3E2,CCDC186,6964.9853515625,NaN,4762.48388671875,3271.00341796875,3577.59521484375,3627.857666015625
Q7Z3J2,C16orf62,16290.1083984375,12060.0986328125,14526.6630859375,15202.8505859375,13247.009765625,13980.0126953125
Q7Z3K3,POGZ,19930.197265625,15399.7763671875,19016.630859375,18308.408203125,21170.92578125,20912.70703125
Q7Z3T8,ZFYVE16,11970.38671875,12118.2177734375,12961.30859375,15920.197265625,13902.2431640625,13273.2470703125
Q7Z3U7,MON2,16153.8193359375,17595.546875,16853.16015625,19152.060546875,15612.865234375,18612.255859375
Q7Z406,MYH14,2997.472900390625,2205.385009765625,1421.225341796875,2002.646240234375,4324.85498046875,NaN
Q7Z417,NUFIP2,98420.84375,91890.25,98695.1015625,102405.421875,106034.09375,107923.78125
Q7Z422,SZRD1,19846.369140625,18158.3125,15780.4326171875,20291.44921875,26033.79296875,22174.8671875
Q7Z434,MAVS,152767.625,149009.453125,159472.71875,170860.03125,163210.765625,156856.703125
Q7Z460,CLASP1,26413.86328125,24253.35546875,26720.794921875,26640.90234375,29325.759765625,25342.306640625
Q7Z478,DHX29,62149.94140625,58504.3515625,61459.50390625,62140.83203125,65202.36328125,59570.84765625
Q7Z4F1,LRP10,735.134521484375,NaN,NaN,1770.1285400390625,1936.6973876953125,5101.740234375
Q7Z4G1,COMMD6,5121.47021484375,4528.3017578125,4808.607421875,4595.16357421875,8151.9716796875,6983.619140625
Q7Z4H3,HDDC2,17936.07421875,14969.1943359375,16193.1884765625,20449.03125,16707.796875,18279.408203125
Q7Z4H7,HAUS6,12091.0302734375,10440.13671875,10263.55078125,13324.873046875,12843.736328125,12743.1591796875
Q7Z4H8,KDELC2,28646.95703125,29019.697265625,28638.890625,27643.3125,27552.27734375,27820.75390625
Q7Z4Q2,HEATR3,24000.572265625,20200.720703125,22542.76953125,28946.13671875,28365.41015625,25895.755859375
Q7Z4R8,C6orf120,NaN,0.3432655334472656,NaN,0.7474901080131531,NaN,NaN
Q7Z4S6,KIF21A,7841.7451171875,8014.134765625,5986.84619140625,7808.98291015625,4880.50927734375,6407.443359375
Q7Z4V5,HDGFRP2,41324.87890625,39181.98046875,37604.5859375,41297.671875,41368.93359375,42954.60546875
Q7Z4W1,DCXR,28701.798828125,25138.654296875,23160.39453125,31682.529296875,24681.28125,26341.548828125
Q7Z569,BRAP,5912.59326171875,3175.112548828125,5068.04541015625,5988.94970703125,3413.566162109375,5952.341796875
Q7Z5G4,GOLGA7,67272.6953125,63240.43359375,59981.08984375,71894.28125,63881.34765625,71718.875
Q7Z5J4,RAI1,18046.80859375,16382.2255859375,18561.12890625,18310.119140625,21000.775390625,18994.271484375
Q7Z5K2,WAPL,13815.9833984375,12253.7978515625,11233.6455078125,10954.509765625,11394.6630859375,13571.9326171875
Q7Z5L9,IRF2BP2,66821.0546875,53615.66015625,63231.515625,72045.3984375,63753.92578125,63321.28515625
Q7Z6E9,RBBP6,13355.5908203125,13490.0078125,12156.22265625,13278.9619140625,13919.2763671875,11787.40625
Q7Z6I8,C5orf24,9138.1181640625,4407.31494140625,10964.5078125,8443.423828125,9603.87109375,8638.064453125
Q7Z6J9,TSEN54,15913.5634765625,17836.41796875,19201.89453125,19599.6640625,21763.44921875,20797.546875
Q7Z6M4,MTERF4,9197.62109375,8903.13671875,10255.228515625,9887.1796875,10179.501953125,10654.17578125
Q7Z6Z7,HUWE1,96023.640625,87690.6640625,93254.8828125,97525.78125,98919.5234375,100954.796875
Q7Z739,YTHDF3,125764.828125,111496.4375,122147.3515625,118387.3125,119390.1953125,125950.453125
Q7Z7F7,MRPL55,20117.02734375,18011.693359375,21221.07421875,18527.302734375,23376.28515625,23289.697265625
Q7Z7H5,TMED4,103373.3046875,91315.875,97549.125,94008.5078125,107200.640625,108455.640625
Q7Z7H8,MRPL10,83383.2109375,77827.8515625,78892.8125,78321.953125,76890.1953125,81424.8125
Q7Z7K0,CMC1,432783,391618.875,435215.15625,497250.8125,473565.5,476321.84375
Q7Z7K6,CENPV,117047.5078125,109540.21875,121516.5625,123255.953125,119028.4375,118262.234375
Q7Z7N9,TMEM179B,23460.0859375,20064.88671875,25416.203125,29229.912109375,26616.875,29546.65234375
Q86SF2,GALNT7,124190.2890625,105775.3125,105851.1953125,114897.1875,112560.5078125,118129.921875
Q86SJ2,AMIGO2,13885.9521484375,15883.6259765625,14343.390625,14775.05078125,17055.11328125,15832.568359375
Q86SJ6,DSG4,33185.15234375,34887.7890625,34234.7890625,37044.40234375,38992.45703125,42285.37890625
Q86SK9,SCD5,9089.9794921875,8280.486328125,7928.05859375,7518.9599609375,10070.7578125,11319.5576171875
Q86SQ0,PHLDB2,36242.703125,29963.86328125,32016.060546875,32426.583984375,35802.703125,32404.66796875
Q86SQ4,GPR126,7777.60498046875,4764.54443359375,5204.1513671875,3924.48876953125,4036.06787109375,4186.44287109375
Q86SR1,GALNT10,25884.169921875,24126.021484375,26453.7734375,25037.337890625,27650.8046875,31655.138671875
Q86SX6,GLRX5,66787.9375,61936.98046875,68574.3125,68897.2890625,64134.546875,71249.5
Q86SZ2,TRAPPC6B,11527.294921875,9424.5302734375,11954.1669921875,13176.87109375,12756.9150390625,11065.6923828125
Q86T03,TMEM55B,22371.28125,20451.66796875,24634.853515625,28190.3125,26760.01171875,30052.205078125
Q86TB9,PATL1,29426.734375,28378.033203125,35582.76953125,30837.583984375,36463.0234375,30436.779296875
Q86TG7,PEG10,12137.7666015625,13095.853515625,14088.8427734375,12232.74609375,10849.1240234375,16241.896484375
Q86TI2,DPP9,35949.3984375,34014.48828125,36120.98046875,36336.87890625,39101.08203125,42690.82421875
Q86TM6,SYVN1,21831.986328125,21211.708984375,22278.53125,24255.67578125,24062.765625,24827.943359375
Q86TU7,SETD3,52797.73828125,46055.84375,49958.171875,50956.94140625,53942.21484375,53135.40234375
Q86TX2,ACOT1,127063.4921875,116912.21875,123738.25,132205.953125,138651.078125,138943.046875
Q86U28,ISCA2,12381.017578125,13559.7978515625,11140.3525390625,14722.96875,12954.2294921875,15203.6298828125
Q86U38,NOP9,36678.2890625,32764.009765625,34853.2578125,34869.8125,41517.22265625,40666.515625
Q86U42,PABPN1,284473.625,264161.09375,281649.21875,288639.9375,295487.8125,314672.90625
Q86U44,METTL3,69572.375,69939.8359375,73321.171875,58800.1015625,64575.4765625,75411.28125
Q86U86,PBRM1,21779.435546875,16750.59765625,19280.8125,14391.3740234375,18699.791015625,17071.95703125
Q86UA1,PRPF39,7078.134765625,3467.07568359375,859.68115234375,4681.419921875,7230.2548828125,5413.4365234375
Q86UA6,RPAIN,0.3289833068847656,NaN,NaN,NaN,NaN,NaN
Q86UE4,MTDH,279112.9375,264595.9375,274060.34375,249188.515625,256604.890625,264986.71875
Q86UE8,TLK2,11742.115234375,9142.5419921875,10316.6318359375,9399.544921875,9556.4169921875,10605.88671875
Q86UK7,ZNF598,21640.568359375,21100.619140625,21352.328125,20736.248046875,20910.583984375,20367.341796875
Q86UL3,GPAT4,57696.40234375,46253.65234375,58401.8984375,52656.546875,58203.0078125,61113.8046875
Q86UP2,KTN1,186698.078125,174570.546875,183328.109375,190103.390625,194793.953125,195916.859375
Q86UU0,BCL9L,28580.79296875,23525.431640625,27051.689453125,24108.77734375,25129.5,23619.046875
Q86UW9,DTX2,20668.9375,13778.076171875,17034.10546875,21164.314453125,20812.5546875,22507.283203125
Q86UY8,NT5DC3,31483.037109375,32179.80078125,35121.46484375,35647.56640625,36849.25390625,34696.45703125
Q86V21,AACS,16880.53515625,12668.0009765625,15721.3564453125,17493.041015625,16816.591796875,13219.53125
Q86V48,LUZP1,32713.33203125,26292.560546875,30067.134765625,32602.52734375,31757.203125,34749.6484375
Q86V81,ALYREF,365723.03125,334036.03125,363838.09375,327472.21875,392427.875,320334.875
Q86VI3,IQGAP3,6686.4462890625,6793.560546875,7365.02001953125,6993.140625,9138.814453125,9035.859375
Q86VM9,ZC3H18,51140.09765625,46635.765625,52214.734375,53946.4609375,54137.140625,57777.62109375
Q86VN1,VPS36,32651.046875,37822.06640625,36583.19140625,29881.806640625,38058.578125,40633.42578125
Q86VP1,TAX1BP1,32590.01953125,25607.076171875,20774.9140625,52233.7109375,42536.6640625,40614.578125
Q86VP6,CAND1,357288.75,335321.15625,361266.28125,369406.71875,374653.84375,385854.75
Q86VR2,FAM134C,14629.2978515625,12486.6572265625,13228.8642578125,10031.224609375,9164.5419921875,11427.48828125
Q86VS8,HOOK3,19827.72265625,17864.587890625,18426.27734375,19361.65234375,24354.662109375,19872.169921875
Q86VU5,COMTD1,7105.99365234375,6568.357421875,6325.8427734375,7728.880859375,9031.2431640625,7551.0615234375
Q86VX2,COMMD7,27908.98828125,24871.990234375,25798.451171875,30858.208984375,30297.853515625,32445.955078125
Q86VY4,TSPYL5,18426.361328125,11902.208984375,11789.283203125,12047.97265625,10666.1494140625,10519.705078125
Q86VZ5,SGMS1,14539.841796875,17767.537109375,17655.75390625,13089.7607421875,13072.908203125,10075.0341796875
Q86W34,AMZ2,11658.890625,9486.52734375,10229.2265625,9807.556640625,10630.33984375,12390.9375
Q86W42,THOC6,56527.859375,52956.0234375,58349.74609375,55955.60546875,60002.0234375,61423.1484375
Q86W50,METTL16,63961.78515625,59800.30078125,59872.69140625,54552.89453125,71799.28125,68466.90625
Q86W56,PARG,10145.3837890625,10914.5068359375,16422.619140625,11820.291015625,12267.27734375,14024.734375
Q86W92,PPFIBP1,30920.5859375,28180.486328125,33224.08984375,32106.712890625,43083.42578125,31127.9765625
Q86WA6,BPHL,14314.0888671875,14242.0556640625,10357.208984375,13282.462890625,13215.181640625,13608.353515625
Q86WA8,LONP2,4813.88134765625,5262.19140625,3839.372802734375,3307.90380859375,4621.98388671875,4326.4970703125
Q86WB0,ZC3HC1,35074.31640625,30160.890625,35123.5703125,37413.5390625,36259.97265625,37982.5390625
Q86WJ1,CHD1L,20264.9765625,20984.712890625,20680.6484375,21376.162109375,22438.87890625,22312.64453125
Q86WQ0,NR2C2AP,13004.234375,11854.158203125,14804.978515625,12733.1884765625,14817.6025390625,12132.84375
Q86WR0,CCDC25,29524.767578125,25401.958984375,24619.3203125,25391.744140625,26712.126953125,27104.6484375
Q86WX3,RPS19BP1,32567.8828125,32489.53515625,30264.51171875,28371.375,30269.28515625,31561.484375
Q86X27,RALGPS2,212652.953125,193045.3125,213679.046875,208146.953125,201369.015625,206469.921875
Q86X29,LSR,21150.798828125,19784.33984375,24245.9296875,23721.98828125,24965.501953125,29896.275390625
Q86X55,CARM1,25924.333984375,25381.849609375,27693.1640625,24746.50390625,24947.310546875,23886.939453125
Q86X76,NIT1,32314.734375,32485.0234375,35025.16796875,41209.625,42147.40234375,38827.62109375
Q86XI2,NCAPG2,16212.3271484375,20507.58203125,18270.775390625,18816.55859375,16409.00390625,26699.984375
Q86XK2,FBXO11,NaN,NaN,NaN,NaN,NaN,NaN
Q86XL3,ANKLE2,33932.50390625,31130.25390625,31193.2578125,32096.5859375,35498.609375,33134.02734375
Q86XP3,DDX42,113766.6328125,104417.90625,117152.3515625,120852.84375,118775.1875,121732.4765625
Q86XS5,ANGPTL5,NaN,NaN,NaN,NaN,0.37744903564453125,NaN
Q86XZ4,SPATS2,24132.287109375,20195.484375,18487.205078125,25078.779296875,21763.953125,24822.60546875
Q86Y07,VRK2,16181.4013671875,16001.6884765625,19418.884765625,19567.26171875,21702.791015625,21408.3125
Q86Y39,NDUFA11,44590.9765625,40056.08203125,44647.41796875,37615.25,46294.53515625,47102.50390625
Q86Y56,DNAAF5,44473.15234375,41395.8203125,43595.9921875,43377.53125,40703.375,42464.9375
Q86Y82,STX12,47989.5703125,44581.22265625,43753.6171875,43842.0390625,47568.57421875,52713.55078125
Q86YN1,DOLPP1,2487.650146484375,4917.73291015625,3151.79736328125,3383.666748046875,4626.5771484375,3136.597412109375
Q86YP4,GATAD2A,54792.98828125,46294.91015625,51836.90625,50897.53515625,49875.4296875,55417.984375
Q86YS7,C2CD5,6343.13818359375,5318.37548828125,5965.314453125,6407.234375,6836.1884765625,4779.443359375
Q86YV5,SGK223,9560.59765625,6724.94384765625,5802.99169921875,6985.81201171875,6563.36376953125,4831.34521484375
Q8IU81,IRF2BP1,30798.271484375,31764.72265625,31273.41796875,31438.322265625,33124.7265625,35899.9296875
Q8IUC4,RHPN2,13883.01171875,15455.9111328125,12985.6923828125,14689.8935546875,13778.2353515625,15220.349609375
Q8IUD2,ERC1,24873.994140625,19148.814453125,23352.583984375,23447.103515625,23211.62890625,23414.09765625
Q8IUE6,HIST2H2AB,2800713.75,2780682.75,3275781,1043345.75,2466345.25,1287139.75
Q8IUF8,MINA,161006.34375,150120,159589.359375,158513.375,187742.46875,180556.03125
